title,image,product_link,sku:,upc:,project_type:,skill:,difficulty:,info,description,review_count,star_rating,occasion:,season:,theme:,fiber_content:,yarn_weight:,thread_size:
Premier Twisting Cables Hat and Scarf Pattern Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/premier-twisting-cables-hat-and-scarf-pattern-free-download/,F01389,,Hats,Knit,Intermediate,F01389  Hats Knit Intermediate,"Chunky cables bring drama to this coordinated hat and scarf set. Skill Level: Intermediate Size: Hat circumference: 32"" (81cm) Scarf length: 64"" (163cm) Materials: • 0028 Heritage Blue—3 balls Needle: US size 6 (4mm) straight needles or size needed to obtain gauge Extras: Tapestry needle, cable needle, stitch holders, large faux fur pompom (optional)",0,0,,,,,,
Premier Ripple Beach Blanket Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/premier-ripple-beach-blanket-free-download/,F01387,,Blankets & Afghans,Knit,Intermediate,F01387  Blankets & Afghans Knit Intermediate,"Vibrant colors and a simple two-row repeating pattern make this ripple blanket a fun project for any knitter. Skill Level: Intermediate Size: 36 x 32"" (91 x 81cm) Materials: • 0020 Aqua—2 balls • 0010 Magenta—1 ball • 0017 Lime Green—1 ball • 0012 Yellow—1 ball • 0028 Lavender—1 ball Needle: US size 8 (5mm) 24"" circular needle or size needed to obtain gauge Extras: Tapestry needle, stitch markers",1,5,,,,,,
Premier Chevron Fringe Wall Hanging Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/premier-chevron-fringe-wall-hanging-free-download/,F01386,,Home Décor,Knit,Intermediate,F01386  Home Décor Knit Intermediate,"Upgrade your wall art with a trendy tapestry knit with a self-striping shade of Premier Home Cotton. Skill Level: Intermediate Size: 11 x 15"" (28 x 38cm), not including fringe Materials: • 4457 Cream Stripe—1 ball Needle: US size 8 (5mm) straight needles or size needed to obtain gauge Extras: Tapestry needle, locking stitch marker, 12"" (30cm) wooden dowel or decorative hook",0,0,,,,,,
Premier Silver Leaf Shawl Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/premier-silver-leaf-shawl-free-download/,F01385,,Shawls & Wraps,Knit,Intermediate,F01385  Shawls & Wraps Knit Intermediate,"Lacy eyelets and textured stitches create eye-catching patterns on this chic shawl knit from the center out with simple increases. Skill Level: Intermediate Size: Depth: 25"" (64cm) Width across top edge: 72½"" (184cm) Materials: • 2726 Silver—3 balls Needle: US size 8 (5mm) 32"" circular needle or size needed to obtain gauge Extras: Tapestry needle",0,0,,,,,,
Premier Journey Ruana Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/premier-journey-ruana-free-download/,F01384,,Shawls & Wraps,Crochet,Intermediate,F01384  Shawls & Wraps Crochet Intermediate,"This fashionable wrap will keep you warm wherever your day takes you. Skill Level: Intermediate Size: Length: 20 (28)"" [50 (71)cm] Width: 45 (45)"" [114 (114)cm] Materials: • 0004 Cloud—9 (11) balls Hook: US size G-6 (4mm) crochet hook or size needed to obtain gauge Extras: Tapestry needle",1,5,,,,,,
Premier Trellis Shawl Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/premier-trellis-shawl-free-download/,F01383,,Shawls & Wraps,Crochet,Easy,F01383  Shawls & Wraps Crochet Easy,"Rows of alternating single and double crochet create texture in this striped shawl crocheted from one end with simple increases on each row. Skill Level: Easy Size: Wingspan: 57½"" (146cm) Width at widest point: 40"" (102cm) Materials: • 0001 Gem—3 balls Hook: US size I-9 (5.5mm) crochet hook or size needed to obtain gauge Extras: Tapestry needle",0,0,,,,,,
Premier Easy Granny Stitch Shawl Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/premier-easy-granny-stitch-shawl-free-download/,F01382,,Shawls & Wraps,Crochet,Easy,F01382  Shawls & Wraps Crochet Easy,"Perfect for beginners, this quick and easy shawl updates the traditional granny stitch with a vibrant shade of self-striping yarn you'll love to show off. Skill Level: Easy Size: Wingspan: 60"" (152cm) Depth: 37½"" (95cm) Materials: • 0030 Parrot—2 balls Hook: US size G-6 (4mm) crochet hook or size needed to obtain gauge Extras: Tapestry needle",1,5,,,,,,
Premier Coral Bells Baby Blanket Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/premier-coral-bells-baby-blanket-free-download/,F01381,,Blankets & Afghans,Knit,Intermediate,F01381  Blankets & Afghans Knit Intermediate,"One shade of the self-striping Premier Sweet Roll is all you need to create this snuggle-ready baby blanket with chunky cables. Skill Level: Intermediate Size: 34 x 25"" (86 x 64cm) Materials: • 1003 Apricot Sprinkles—3 balls Needle: US size 8 (5mm) 32"" circular needle or size needed to obtain gauge Extras: Tapestry needle, cable needle, stitch markers",1,5,,,,,,
Premier Simple Triangle Shawl Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/premier-simple-triangle-shawl-free-download/,F01380,,Shawls & Wraps,Knit,Easy,F01380  Shawls & Wraps Knit Easy,"Knit from the center out, simple increases each row create a dramatic striping effect on this gorgeous shawl. Skill Level: Easy Size: Width: 64"" (163cm) Length at center back: 30"" (76cm) Materials: • 1904 Iced Coffee—3 balls Needle: US size 10 (6mm) 32"" circular needle or size needed to obtain gauge Extras: Tapestry needle, stitch marker",0,0,,,,,,
Premier Corner to Corner Scarf Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/premier-corner-to-corner-scarf-free-download/,F01379,,Scarves & Cowls,Crochet,Intermediate,F01379  Scarves & Cowls Crochet Intermediate,"This trendy design mixes the corner-to-corner technique with self-striping cake yarn in the perfect recipe for a colorblock scarf. Skill Level: Intermediate Size: 7¾ x 60"" (19.7 x 152cm) Materials: • 0040 Cinnamon Pop—2 balls Hook: US size H-8 (5mm) crochet hook or size needed to obtain gauge Extras: Tapestry needle",0,0,,,,,,
Premier Garter Rib Hat and Scarf Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/premier-garter-rib-hat-and-scarf-free-download/,F01378,,Hats,Knit,Intermediate,F01378  Hats Knit Intermediate,"Knit with a simple garter stitch, this striped scarf and slouchy hat show off the subtle colorways of Premier Coffee Shop yarn. Skill Level: Intermediate Size: Hat Circumference: 20 (22, 23¾)"" [51 (56, 60)cm] Hat Length: 9½ (10, 11½)"" [24.1 (25, 29)cm] Scarf: 12 x 62"" (30 x 157cm) Materials: • 0011 Sumatra—3 balls Needle: • US size 6 (4mm) 16"" circular needle or size needed to obtain gauge • US size 6 (4mm) dpn or size needed to obtain gauge • US size 8 (5mm) straight needles or size needed to obtain gauge Extras: Tapestry needle, stitch markers",0,0,,,,,,
Premier Fig Tree Cowl Pattern Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/premier-fig-tree-cowl-pattern-free-download/,F01376,,Scarves & Cowls,Knit,Intermediate,F01376  Scarves & Cowls Knit Intermediate,"Find the extra warmth you need with this gorgeous cowl that works well dressed up or casual. Skill Level: Intermediate Size: Circumference: 60"" (152cm) Height: 6"" (15.2cm) Materials: • 0003 Fig—3 balls Needle: US size 10½ (6.5mm) 24"" circular needle or size needed to obtain gauge Extras: Tapestry needle, stitch markers",0,0,,,,,,
Premier Cozy Chevron Throw Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/premier-cozy-chevron-throw-free-download/,F01374,,Blankets & Afghans,Crochet,Intermediate,F01374  Spring Blankets & Afghans Crochet Intermediate,"Watch a colorful garden grow row by row as you crochet this springtime throw made with self-patterning yarn. Skill Level: Intermediate Size: 36 x 36"" (91 x 91cm) Materials: • 0001 Hydrangea—7 balls Hook: US size L-11 (8mm) crochet hook or size needed to obtain gauge Extras: Tapestry needle",1,4,,Spring,,,,
Premier Santa Knit Gift Bag Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/premier-santa-knit-gift-bag-free-download/,F01373,,Bags & Totes,Knit,Intermediate,F01373  Bags & Totes Knit Intermediate,"Give Christmas gifts some extra-festive flair with a fun Santa gift bag! Skill Level: Intermediate Size: Circumference: 28"" (71cm)
Length: 19"" (48cm) Materials: • 0005 Black—1 ball • 0001 Snow—2 balls • 0008 Red—2 balls • 0002 Linen—1 ball • 0006 Gold—1 ball Needle: • US size 11 (8mm) 24"" circular needle or size needed to obtain gauge • US size 11 (8mm) dpn or size needed to obtain gauge Extras: Tapestry needle, stitch markers, two 1"" (2.5cm) safety eyes or buttons, pompom maker",1,5,,,,,,
Premier Neon Stripes Pullover Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/premier-neon-stripes-pullover-free-download/,F01372,,Sweaters,Knit,Easy,F01372  Sweaters Knit Easy,"A rainbow of neon stripes adds modern appeal to this classic pullover. Skill Level: Easy Size: Small (Medium, Large, 1X, 2X, 3X) Materials: • 0019 Linen—5 (5, 6, 6, 7, 8) balls • 0051 Bright Blue—1 ball • 0048 Bright Green—1 ball • 0047 Highlighter—1 ball • 0050 Bright Pink—1 ball • 0049 Bright Orange—1 ball Needle: • US size 6 (5mm) straight needles or size needed to obtain gauge • US size 5 (3.75mm) 16"" circular needle • US size 5 dpn Extras: Tapestry needle, stitch marker, locking stitch marker, stitch holder or waste yarn.",0,0,,,,,,
Premier Textured Patches Throw Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/premier-textured-patches-throw-free-download/,F01371,,Blankets & Afghans,Knit,Easy,F01371  Blankets & Afghans Knit Easy,"Alternating stitch patterns create blocks of texture in this cozy throw knit in one piece. Skill Level: Easy Size: 43 x 50½"" (102 x 128cm) Materials: • 1066 Burgundy—10 balls Needle: Requires US Size 8 (5mm) 32"" circular needle or size needed to obtain gauge Extras: Tapestry needle",0,0,,,,,,
Premier Zoe Turtleneck Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/premier-zoe-turtleneck-free-download/,F01370,,Garments,Knit,Easy,F01370  Garments Knit Easy,"Dress up this colorful turtleneck sweater with a skirt or pair it with jeans for a casual look. Skill Level: Intermediate Size: Small (Medium, Large, 1X, 2X, 3X) Materials: • 0012 Rustic – 3 (4, 4, 5, 5, 6) balls Needle: Requires US Size 8 (5 mm) straight needles, US Size 7 (4.5 mm) straight needles and 16” circular needle or size needed to obtain gauge Extras: Tapestry needle, stitch holder or waste yarn, stitch marker, locking stitch markers",0,0,,,,,,
Premier Waterfall Cardigan Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/premier-waterfall-cardigan-free-download/,F01369,,Cardigans,Knit,Intermediate,F01369  Cardigans Knit Intermediate,"You'll adore the versatility of this long cardigan whether you pair it with jeans or a casual dress. Skill Level: Intermediate Size: Small (Medium, Large, 1X, 2X, 3X) Materials: • 0001 Agate – 4 (4, 5, 6, 6, 7) balls Needle: Requires US Size 8 (5 mm) straight needles and US Size 7 (4.5 mm) straight needles and 24” or longer circular needle or size needed to obtain gauge Extras: Tapestry needle, locking stitch markers",0,0,,,,,,
"Premier Slip Stitch Hat, Scarf & Mitts Free Download",https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/premier-slip-stitch-hat-scarf-mitts-free-download/,F01368,,Gloves & Mittens,Knit,Intermediate,F01368  Gloves & Mittens Knit Intermediate,"From head to hands, coordinate your winter look with this trio of knit accessories. Skill Level: Intermediate Size: See Pattern Materials: • Hat and Mitts: 0003 Blue Ridge – 1 ball each • Scarf: 0003 Blue Ridge – 2 balls Needle: US Size 8 (5 mm) 16” circular needle and set of double point needles, US Size 7 (4.5 mm) 16” circular (optional) and set of double point needles or size needed to obtain gauge Extras: Tapestry needle, stitch markers, waste yarn, large pompom maker (optional)",2,5,,,,,,
Premier Winterberry Scarf Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/premier-winterberry-scarf-free-download/,F01367,,Scarves & Cowls,Knit,Intermediate,F01367  Winter Scarves & Cowls Knit Intermediate,"Cables cascade down the length of this captivating and cozy velvet scarf. Skill Level: Intermediate Size: 12 x 55” (30 x 140cm) Materials: • 0008 Ruby – 2 balls Needle: Requires US Size 9 (5.5 mm) 24” circular needle or size needed to obtain gauge Extras: Tapestry needle, scissors, tape measure, cable needle, stitch markers",1,5,,Winter,,,,
Premier Winterberry Hat Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/premier-winterberry-hat-free-download/,F01366,,Hats,Knit,Intermediate,F01366  Winter Hats Knit Intermediate,"This trendy hat is an attractive accessory on a wintery day. Skill Level: Intermediate Size: Circumference: 22.5” (57cm) Materials: • 0008 Ruby – 1 balls Needle: Requires US Size 9 (5.5 mm) 16” circular needle and a set of dpns or size needed to obtain gauge Extras: Tapestry needle, cable needle, stitch marker, scissors, tape measure, faux fur pompom",0,0,,Winter,,,,
Premier Rivulet Throw Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/premier-rivulet-throw-free-download/,F01365,,Blankets & Afghans,Knit,Intermediate,F01365  Blankets & Afghans Knit Intermediate,"Surround yourself with the rich color and sensational softness in this distinctive throw. Skill Level: Intermediate Size: 44” x 48” (112 x 122cm) Materials: • 0011 Teal – 5 balls Needle: Requires US Size 10 (6 mm) 32” circular and US Size 11 (6.5 mm) 32” circular needle or size needed to obtain gauge Extras: Tapestry needle, cable needle",1,5,,,,,,
Premier Rowan Throw Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/premier-rowan-throw-free-download/,F01364,,Blankets & Afghans,Crochet,Intermediate,F01364  Blankets & Afghans Crochet Intermediate,"Unique ripples and graceful color changes creates a signature piece for your home. Skill Level: Intermediate Size: 45 x 52"" (114 x 132cm) Materials: • 0023 Solitaire – 3 balls Needle: Requires US Size J-10 (6 mm) crochet hook or size needed to obtain gauge Extras: Tapestry needle",1,5,,,,,,
Premier Textured Stripes Blanket Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/premier-textured-stripes-blanket-free-download/,F01362,,Baby,Knit,Easy,F01362  Baby Knit Easy,"The soft shades and subtle textures creates a blanket any little one will treasure. Skill Level: Easy Size: 28 x 27"" (71 x 96cm) Materials: • 0018 Angel - 2 bobbins Needle: Requires US Size 8 (5 mm) 24” or longer circular needle or size needed to obtain gauge. Extras: Tapestry needle",0,0,,,,,,
Premier Chunky Infinity Scarf Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/premier-chunky-infinity-scarf-free-download/,F01361,,Scarves & Cowls,Knit,Easy,F01361  Scarves & Cowls Knit Easy,"Chunky dimensional color is the name of game in this eye-catching infinity cowl. Skill Level: Easy Size: Circumference: 48” (122cm) Width: 10"" (25.4cm) Materials: • 00015 Goldenrod - 2 bobbins Needle: Requires US Size 11 (8 mm) straight needles or size needed to obtain gauge. Extras: Tapestry needle",0,0,,,,,,
Premier Chunky Hat & Cowl Free Download,https://cdn11.bigcommerce.com/s-wgzqwlngdf/stencil/ab449a50-f0cf-013e-5e2b-5ed83393b97d/e/64afe2e0-ee3d-013e-27fb-663b0695045a/img/loading.svg,https://herrschners.com/premier-chunky-hat-cowl-free-download/,F01360,,Scarves & Cowls,Knit,Easy,F01360  Scarves & Cowls Knit Easy,"Holding three strands together gives you triple the style in this perfect pair. Skill Level: Easy Size: Hat: Approx 10"" (25.4cm) tall by 19¼"" (49cm) around Cowl: Approx 12"" (30.5cm) tall by 24"" (64cm) around Materials: • 0009 Rosy Outlook - 1 bobbin Needle: Requires US Size 11 (8 mm) 16"" circular needle and set of double point needles, US Size 10.5 (6.5 mm) 16"" circular needle or size needed to obtain gauge. Extras: Tapestry needle, stitch markers",0,0,,,,,,
